PartNum,method,part_type,avg_forecasted_monthly_demand
AMV-YFN10504,exponential_smoothing,highly_variable,4.98
AN-ADTSUB,average_fallback,insufficient_history,100.0
ANKER CABLE MGMT,average_fallback,insufficient_history,2.0
ANKT-RPTNC-2-433-STD,average_fallback,insufficient_history,2.0
AOSKY cordless roller shades,average_fallback,insufficient_history,2.0
AOSKY semi sheer roller blinds,average_fallback,insufficient_history,4.0
AP104,average_fallback,insufficient_history,8.0
APB19014BK1,average_fallback,insufficient_history,1.0
APC600VA,average_fallback,insufficient_history,1.0
APEX  31411,average_fallback,insufficient_history,1.0
APEX  31416,average_fallback,insufficient_history,1.0
APEX 80051H,average_fallback,insufficient_history,1.0
APEX 80307D,average_fallback,insufficient_history,1.0
APEX 80420,average_fallback,insufficient_history,1.0
APEX 80498,average_fallback,insufficient_history,1.0
APEX 80499,average_fallback,insufficient_history,1.0
APEX 80501,average_fallback,insufficient_history,1.0
APEX 80504,average_fallback,insufficient_history,1.0
APEX 80579,average_fallback,insufficient_history,1.0
APEX 80689,average_fallback,insufficient_history,1.0
APEX 80732,average_fallback,insufficient_history,1.0
APEX 80760,average_fallback,insufficient_history,1.0
APEX 80762,average_fallback,insufficient_history,1.0
APEX 80765,average_fallback,insufficient_history,1.0
APEX 81211T,average_fallback,insufficient_history,1.0
APEX 81304T,average_fallback,insufficient_history,1.0
APEX 81382,average_fallback,insufficient_history,1.0
APEX 81654,average_fallback,insufficient_history,1.0
APEX 81655,average_fallback,insufficient_history,1.0
APEX 81657,average_fallback,insufficient_history,1.0
APEX 81660,average_fallback,insufficient_history,1.0
APEX 81924,average_fallback,insufficient_history,1.0
APEX 82177-06,average_fallback,insufficient_history,1.0
APEX 82305,average_fallback,insufficient_history,1.0
APEX 83126,average_fallback,insufficient_history,1.0
APEX 83127,average_fallback,insufficient_history,1.0
APEX 83128,average_fallback,insufficient_history,1.0
APEX 83240,average_fallback,insufficient_history,1.0
APEX 84408,average_fallback,insufficient_history,1.0
APEX 86643,average_fallback,insufficient_history,1.0
APEX 86644,average_fallback,insufficient_history,1.0
APEX 86646,average_fallback,insufficient_history,1.0
APEX 86649,average_fallback,insufficient_history,1.0
APEX 89471,average_fallback,insufficient_history,1.0
APEX 89472,average_fallback,insufficient_history,1.0
APEX 89520,average_fallback,insufficient_history,1.0
APEX 89608,average_fallback,insufficient_history,1.0
APP 2540,average_fallback,insufficient_history,20.0
APP 2594,average_fallback,insufficient_history,15.0
APP 4050S,average_fallback,insufficient_history,100.0
APP 4CS-1/2,average_fallback,insufficient_history,15.0
APP 4SEK,average_fallback,insufficient_history,15.0
APP 8375N,average_fallback,insufficient_history,5.0
APP 8465,exponential_smoothing,highly_variable,9.0
APP BH-500,average_fallback,insufficient_history,30.0
APP CG-3150,exponential_smoothing,highly_variable,2.9
APP LB200-M,average_fallback,insufficient_history,3.0
APP RW-100-75,average_fallback,insufficient_history,50.0
APP RW100-50,average_fallback,insufficient_history,75.0
APP RW200-125,average_fallback,insufficient_history,50.0
APP RW75-50,exponential_smoothing,highly_variable,3.68
APP S-100,average_fallback,insufficient_history,50.0
APP S-200,average_fallback,insufficient_history,15.0
APP S-50,average_fallback,insufficient_history,100.0
APP S-75,average_fallback,insufficient_history,50.0
APP SC-38,average_fallback,insufficient_history,50.0
APP ST-9038,average_fallback,insufficient_history,25.0
AR22F0L-10E3GZA,average_fallback,insufficient_history,2.0
ARM PROTECTORS,average_fallback,insufficient_history,1.0
AS253,average_fallback,insufficient_history,2.0
ASE12X12X6NK,average_fallback,insufficient_history,2.0
ASE8X8X4NK,average_fallback,insufficient_history,2.0
ATW-1101/H,average_fallback,insufficient_history,1.0
AUR01058,average_fallback,insufficient_history,1.0
AUR01060,average_fallback,insufficient_history,1.0
AUXTBOXF2W22-C,average_fallback,insufficient_history,1.0
AVE5523,average_fallback,insufficient_history,10.0
AVERY 4X2 LABELS,average_fallback,insufficient_history,1.0
AVL308,average_fallback,insufficient_history,1.0
AVS-3111-24D,exponential_smoothing,highly_variable,2.4
AVS-3222-24D,average_fallback,insufficient_history,2.0
Access 1 replacement,average_fallback,insufficient_history,1.0
Advantage Plus 55,average_fallback,insufficient_history,1.0
Air Freight Charges,average_fallback,insufficient_history,1.0
Alro#40903950,average_fallback,insufficient_history,1.0
Amazon B0FR7QBKMV,average_fallback,insufficient_history,1.0
Antenna Coax Kit,average_fallback,insufficient_history,4.0
Arcobis Dry Erase Cal board,average_fallback,insufficient_history,1.0
Area #1,average_fallback,insufficient_history,1.0
Area #3,average_fallback,insufficient_history,1.0
B-30021-1,average_fallback,insufficient_history,3.0
B00BQYCK8O,average_fallback,insufficient_history,2.0
B0757FQ35B,average_fallback,insufficient_history,1.0
B075F3JLK7,average_fallback,insufficient_history,1.0
B075ZX24H4,average_fallback,insufficient_history,2.0
B07GBFTVWP,average_fallback,insufficient_history,1.0
B07L3B9C2,average_fallback,insufficient_history,5.0
B07QL9BHN7,average_fallback,insufficient_history,5.0
B07XL4XSPB,average_fallback,insufficient_history,3.0
B07ZCZ4HRT,average_fallback,insufficient_history,3.0
B087792CQT,average_fallback,insufficient_history,1.0
B08880-8,average_fallback,insufficient_history,1.0
B08DHL1YDL,average_fallback,insufficient_history,2.0
B08F78R5MW,average_fallback,insufficient_history,1.0
B095WWZKYQ,average_fallback,insufficient_history,1.0
B09N41RC6L,exponential_smoothing,highly_variable,1.0
B09RSG25WL,exponential_smoothing,highly_variable,0.83
B0BQ1DLLCM,average_fallback,insufficient_history,4.0
B0BVNPWPCN,average_fallback,insufficient_history,2.0
B0CBBT367W,average_fallback,insufficient_history,1.0
B0CHMFDF82,average_fallback,insufficient_history,1.0
B0CQY6KK8P,average_fallback,insufficient_history,1.0
B0D86HBMTR,average_fallback,insufficient_history,2.0
B0DC8VPSHV,average_fallback,insufficient_history,1.0
B0DJVFRSGC,average_fallback,insufficient_history,2.0
B0F6K94W94,average_fallback,insufficient_history,1.0
B0FHGTXFDJ,average_fallback,insufficient_history,2.0
B0FKMS5KM3,average_fallback,insufficient_history,1.0
B0FR4VW5Y3,average_fallback,insufficient_history,1.0
B0c493tpt5,average_fallback,insufficient_history,1.0
B11689,average_fallback,insufficient_history,1.0
B120,average_fallback,insufficient_history,4.0
B148702,exponential_smoothing,highly_variable,0.79
B148703,exponential_smoothing,highly_variable,1.25
B22356,average_fallback,insufficient_history,2.0
B22S-120GLV,average_fallback,insufficient_history,100.0
B2692,average_fallback,insufficient_history,3.0
B28.0,average_fallback,insufficient_history,3.0
B36,average_fallback,insufficient_history,6.0
B38 Classic V-Belt,average_fallback,insufficient_history,8.0
B3V0BB549C,average_fallback,insufficient_history,3.0
B40R,average_fallback,insufficient_history,90.0
B41604A02,average_fallback,insufficient_history,1.0
B49002A02,average_fallback,insufficient_history,1.0
B52247A01,average_fallback,insufficient_history,1.0
B54,average_fallback,insufficient_history,10.0
B54SH-120GLV,average_fallback,insufficient_history,200.0
B55045,average_fallback,insufficient_history,1.0
B61050,average_fallback,insufficient_history,1.0
B77113,average_fallback,insufficient_history,1.0
B80_STANDARD,average_fallback,insufficient_history,10.0
BA-MS-320-20,average_fallback,insufficient_history,1.0
BA019305411011,average_fallback,insufficient_history,1.0
BASIC MOUSE PAD,average_fallback,insufficient_history,1.0
BAT 7236,exponential_smoothing,highly_variable,4.33
BAT 7237,average_fallback,insufficient_history,3.0
BAT 9835,exponential_smoothing,highly_variable,2.0
BAT 9837,average_fallback,insufficient_history,6.0
BAT7234,exponential_smoothing,moderate,4.57
BAT9835,exponential_smoothing,highly_variable,3.57
BAT9837,average_fallback,insufficient_history,4.0
BATT 7234,average_fallback,insufficient_history,8.0
BATT 9835,average_fallback,insufficient_history,2.0
BATT IMPRES LIION IP68 2450T,average_fallback,insufficient_history,10.0
BATTERY 9835,average_fallback,insufficient_history,6.0
BC204663,average_fallback,insufficient_history,2.0
BC208920,exponential_smoothing,highly_variable,2.72
BCFAS-80550,exponential_smoothing,highly_variable,1.43
BCFIT-21535,exponential_smoothing,highly_variable,3.8
BCPMP-80355,exponential_smoothing,highly_variable,1.2
BD-05,average_fallback,insufficient_history,2.0
BE600M,average_fallback,insufficient_history,1.0
BE600M1,exponential_smoothing,highly_variable,4.16
BG31,average_fallback,insufficient_history,1.0
BH-7029-020,average_fallback,insufficient_history,2.0
BH-7029-025,average_fallback,insufficient_history,1.0
BIN146.0064,average_fallback,insufficient_history,20.0
BIN999.WH-PKG-WB,average_fallback,insufficient_history,4.0
BIR25059-EL,average_fallback,insufficient_history,4.0
BIU-025/100mm QUOTE # 147811A,average_fallback,insufficient_history,1.0
BIU-025/515mm QUOTE # 147811A,average_fallback,insufficient_history,1.0
BJ/TJ-TC-273,average_fallback,insufficient_history,1.0
BK1C0201518,average_fallback,insufficient_history,2.0
BK40118,average_fallback,insufficient_history,1.0
BK440162MTL,average_fallback,insufficient_history,10.0
BKNOOU,average_fallback,insufficient_history,1.0
BL-50,average_fallback,insufficient_history,30.0
BL-75,average_fallback,insufficient_history,30.0
BL2022,average_fallback,insufficient_history,2.0
BM832089,average_fallback,insufficient_history,20.0
BMP61059,average_fallback,insufficient_history,2.0
BMP61060,average_fallback,insufficient_history,1.0
BNR25079-EL,average_fallback,insufficient_history,4.0
BOCJ92F13R,average_fallback,insufficient_history,2.0
BODYT67MNC,average_fallback,insufficient_history,1.0
BP-235AB,average_fallback,insufficient_history,1.0
BP194LLN,average_fallback,insufficient_history,1.0
BP3156N,average_fallback,insufficient_history,1.0
BP3157N,average_fallback,insufficient_history,2.0
BP3357N,average_fallback,insufficient_history,1.0
BP9008NVX2N,average_fallback,insufficient_history,1.0
BPC-H12,average_fallback,insufficient_history,4.0
BPC-H34,exponential_smoothing,moderate,6.75
BR-2448-60,average_fallback,insufficient_history,2.0
BR-2460-60,average_fallback,insufficient_history,1.0
BR030423 6-3182737,average_fallback,insufficient_history,1.0
BR030424 6-3182738,average_fallback,insufficient_history,1.0
BR030429 6-3182743,average_fallback,insufficient_history,2.0
BR0304XX 6-3182739,average_fallback,insufficient_history,1.0
BR0304XX 6-3182740,average_fallback,insufficient_history,1.0
BR07010,average_fallback,insufficient_history,2.0
BR61000,average_fallback,insufficient_history,5.0
BR61010,average_fallback,insufficient_history,8.0
BR630,average_fallback,insufficient_history,1.0
BRDGPORT 242-DC 1 INCH,average_fallback,insufficient_history,25.0
BS2053A02,average_fallback,insufficient_history,1.0
BSC61061A,average_fallback,insufficient_history,4.0
BSY4800S-24,average_fallback,insufficient_history,2.0
BT223,average_fallback,insufficient_history,1.0
BTQ-B34,average_fallback,insufficient_history,3.0
BTQ-B47,average_fallback,insufficient_history,8.0
BTQ-B48,average_fallback,insufficient_history,8.0
BTQ-B56,average_fallback,insufficient_history,8.0
BUY-1130093,average_fallback,insufficient_history,12.0
BUY-1660401,average_fallback,insufficient_history,1.0
BUY-1660402,average_fallback,insufficient_history,1.0
BUY_1130031,average_fallback,insufficient_history,32.0
BUY_1150032,average_fallback,insufficient_history,32.0
BUY_1160868B100,average_fallback,insufficient_history,32.0
BUY_1167680B000,average_fallback,insufficient_history,64.0
BUY_5450021,average_fallback,insufficient_history,32.0
BUY_9097716B003,average_fallback,insufficient_history,32.0
BVHH-0375N-1111,exponential_smoothing,highly_variable,1.06
BW9CPSXL,average_fallback,insufficient_history,1.0
BX-16ND3,average_fallback,insufficient_history,3.0
BX-16NN,average_fallback,insufficient_history,1.0
BX-16TR,exponential_smoothing,highly_variable,2.0
BX-32ND3,average_fallback,insufficient_history,1.0
BX-DM1-18ED1,average_fallback,insufficient_history,1.0
BX-DM1E-M,average_fallback,insufficient_history,1.0
BX-EBC100-M-D,exponential_smoothing,highly_variable,1.0
BX-P-ECOMEX,average_fallback,insufficient_history,1.0
BX-P-USB-B,average_fallback,insufficient_history,1.0
BX-PGM-CBL,average_fallback,insufficient_history,1.0
BX-RTB10,average_fallback,insufficient_history,4.0
BX-RTB10-2,average_fallback,insufficient_history,6.0
BX-RTB18,average_fallback,insufficient_history,1.0
BX151,average_fallback,insufficient_history,1.0
BX9C,exponential_smoothing,highly_variable,0.25
BX9C  REVCO,average_fallback,insufficient_history,1.0
BX9C-XL,average_fallback,insufficient_history,1.0
BXRB9C,exponential_smoothing,moderate,0.87
BXRB9C-XL,average_fallback,insufficient_history,2.0
BXRB9CXL,exponential_smoothing,moderate,0.67
BZ-2R-A2,average_fallback,insufficient_history,2.0
BZ-RW922-A2,average_fallback,insufficient_history,10.0
Ball valve,average_fallback,insufficient_history,1.0
Barco Clickshare,average_fallback,insufficient_history,1.0
"Bionic Lens, Clear",average_fallback,insufficient_history,10.0
"Bottom WLL: 22,900lbs @60",average_fallback,insufficient_history,1.0
C-10,average_fallback,insufficient_history,1.0
C-100-B5,average_fallback,insufficient_history,1.0
C-100-B5-P,average_fallback,insufficient_history,1.0
C-B19,average_fallback,insufficient_history,1.0
C0-01AC,average_fallback,insufficient_history,1.0
C0-04AD-1,average_fallback,insufficient_history,1.0
C0060-F,average_fallback,insufficient_history,4.0
C08917P,average_fallback,insufficient_history,20.0
C112,exponential_smoothing,highly_variable,166.0
C12C12SS,average_fallback,insufficient_history,2.0
C16C20,average_fallback,insufficient_history,1.0
C16Y,average_fallback,insufficient_history,24.0
C174M-N,average_fallback,insufficient_history,6.0
C2-03CPU,exponential_smoothing,highly_variable,0.4
C2-03CPU-2,exponential_smoothing,highly_variable,0.5
C2-08DR-4VC,average_fallback,insufficient_history,1.0
C2-14DR,exponential_smoothing,highly_variable,0.27
C2-FILL,average_fallback,insufficient_history,2.0
C2-NRED,average_fallback,insufficient_history,1.0
C2103-804F,average_fallback,insufficient_history,20.0
C22-50,exponential_smoothing,moderate,13.33
C275W-1920RN,exponential_smoothing,highly_variable,0.36
C32,average_fallback,insufficient_history,15.0
C402,average_fallback,insufficient_history,399.0
C410,average_fallback,insufficient_history,1.0
C42-06 KIT,average_fallback,insufficient_history,2.0
C44-3545-25,exponential_smoothing,highly_variable,21.3
C50.4341.4303,average_fallback,insufficient_history,4.0
C52010-SUB,exponential_smoothing,highly_variable,7.97
C62J-45,average_fallback,insufficient_history,5.0
C64A-45,average_fallback,insufficient_history,15.0
C64J-45,exponential_smoothing,highly_variable,4.72
C807109-25-1,average_fallback,insufficient_history,1.0
CA-1646,average_fallback,insufficient_history,1.0
CA2KN22G7,average_fallback,insufficient_history,1.0
CAB-548,average_fallback,insufficient_history,1.0
CAPRI 11850-4SRK,average_fallback,insufficient_history,1.0
CAS 15E2E1,average_fallback,insufficient_history,1.0
CASE# 10316511,average_fallback,insufficient_history,1.0
CAT6,average_fallback,insufficient_history,2.0
CAU1001A112367A,average_fallback,insufficient_history,1.0
CBMR187M4B,average_fallback,insufficient_history,1.0
CC045HC,average_fallback,insufficient_history,1.0
CC045HK,average_fallback,insufficient_history,2.0
CC045HM,average_fallback,insufficient_history,2.0
CC045HY,average_fallback,insufficient_history,2.0
CCGPR39,average_fallback,insufficient_history,3.0
CCO45HC,average_fallback,insufficient_history,3.0
CCO45HK,average_fallback,insufficient_history,3.0
CCO45HM,average_fallback,insufficient_history,3.0
CCO45HY,average_fallback,insufficient_history,1.0
CCW-05-022-01577,average_fallback,insufficient_history,5.0
CD12M-0B-070-A1,average_fallback,insufficient_history,1.0
CD12M-0B-070-C1,average_fallback,insufficient_history,1.0
CERATIZIT 12549423,average_fallback,insufficient_history,20.0
CF211-P-02-04-02-1,average_fallback,insufficient_history,100.0
CF30R-AB,average_fallback,insufficient_history,2.0
CFBUS-021,average_fallback,insufficient_history,100.0
CFH30R-AB,average_fallback,insufficient_history,2.0
CH TRIM STD. PKG  BOX LF,average_fallback,insufficient_history,10.0
CHERNE 268038,average_fallback,insufficient_history,1.5
CHI MODEL 3285,average_fallback,insufficient_history,1.0
CK 1860460-21-Y-UL,average_fallback,insufficient_history,4.0
CK20-25SF,average_fallback,insufficient_history,1.0
CL-16-BLKE-ZC,average_fallback,insufficient_history,4.0
CL-3-BLM,exponential_smoothing,highly_variable,1.15
CL-312-BLT-ZC,average_fallback,insufficient_history,2.0
CL-36-BLT-ZC,exponential_smoothing,highly_variable,1.15
CL-38212-FC-PACKOF2,average_fallback,insufficient_history,1.0
CL-500-PAA,average_fallback,insufficient_history,1.0
CL-501PA,average_fallback,insufficient_history,1.0
CL-6T-HKE-30,average_fallback,insufficient_history,2.0
CLIPBOARD,average_fallback,insufficient_history,1.0
CM5-RHMI,average_fallback,insufficient_history,1.0
CMI003960,average_fallback,insufficient_history,4.0
CMI028082,average_fallback,insufficient_history,1.0
CMIM000-068,average_fallback,insufficient_history,10.0
CMPSR service,average_fallback,insufficient_history,1.0
CN025HVS,average_fallback,insufficient_history,4.0
CN625AM,average_fallback,insufficient_history,1.0
CN627AM,average_fallback,insufficient_history,1.0
CN628AM,average_fallback,insufficient_history,1.0
CNC SERVICE CALL,average_fallback,insufficient_history,1.0
CNC Service,exponential_smoothing,highly_variable,0.17
CODP8L,average_fallback,insufficient_history,1.0
COGSDILL S05956-0205-I-SHT1-R,average_fallback,insufficient_history,1.0
COIL NAILS,exponential_smoothing,moderate,1.33
COMM OPERA,average_fallback,insufficient_history,1.0
CONTRACTOR LABOR,moving_average_3m,stable,1.67
COS R12-A,average_fallback,insufficient_history,5.0
COS R12-K,average_fallback,insufficient_history,3.0
COT PIN 1/16 X 1Z,average_fallback,insufficient_history,100.0
COT PIN 1/8X1 1/4,average_fallback,insufficient_history,100.0
COT PIN 3/32X1/2Z,average_fallback,insufficient_history,100.0
COT PIN 5/32 X 1Z,average_fallback,insufficient_history,100.0
COT PN 1/8X1 1/2Z,average_fallback,insufficient_history,100.0
COTR PIN 5/32X1 1/2Z,average_fallback,insufficient_history,100.0
CPS 021-A,exponential_smoothing,highly_variable,2.99
CPS 021-K,exponential_smoothing,highly_variable,1.0
CPS-U,average_fallback,insufficient_history,2.0
CPT2054,average_fallback,insufficient_history,1.0
CPT2055,average_fallback,insufficient_history,1.0
CPT2056,average_fallback,insufficient_history,1.0
CPT2059,average_fallback,insufficient_history,1.0
CPT2060,average_fallback,insufficient_history,1.0
CPT2061,average_fallback,insufficient_history,1.0
CPT2062,average_fallback,insufficient_history,1.0
CPT2063,average_fallback,insufficient_history,1.0
CPT2064,average_fallback,insufficient_history,1.0
CPT2065,average_fallback,insufficient_history,1.0
CPT2066,average_fallback,insufficient_history,1.0
CPT2067,average_fallback,insufficient_history,1.0
CPT2068,average_fallback,insufficient_history,1.0
CPT2069,average_fallback,insufficient_history,1.0
CPT2070,average_fallback,insufficient_history,1.0
CPT2071,average_fallback,insufficient_history,1.0
CPT2072,average_fallback,insufficient_history,1.0
CPT2073,average_fallback,insufficient_history,1.0
CPT2074,average_fallback,insufficient_history,1.0
CPT2075,average_fallback,insufficient_history,1.0
CPT2076,average_fallback,insufficient_history,1.0
CPT2077,average_fallback,insufficient_history,1.0
CPT2078,average_fallback,insufficient_history,1.0
CPT2079,average_fallback,insufficient_history,1.0
CPT2080,average_fallback,insufficient_history,1.0
CPT2081,average_fallback,insufficient_history,1.0
CPT2082,average_fallback,insufficient_history,1.0
CPT2083,average_fallback,insufficient_history,1.0
CPT2084,average_fallback,insufficient_history,1.0
CPT2085,average_fallback,insufficient_history,1.0
CPT2086,average_fallback,insufficient_history,1.0
CPT2087,average_fallback,insufficient_history,1.0
CPT2088,average_fallback,insufficient_history,1.0
CPT2089,average_fallback,insufficient_history,1.0
CPT2090,average_fallback,insufficient_history,1.0
CPT2091,average_fallback,insufficient_history,1.0
CPT2092,average_fallback,insufficient_history,1.0
CPT2093,average_fallback,insufficient_history,1.0
CPT2094,average_fallback,insufficient_history,1.0
CPT2095,average_fallback,insufficient_history,1.0
CPT2096,average_fallback,insufficient_history,1.0
CPT2097,average_fallback,insufficient_history,1.0
CPT2098,average_fallback,insufficient_history,1.0
CPT2099,average_fallback,insufficient_history,1.0
CPT2100,average_fallback,insufficient_history,1.0
CPT2101,average_fallback,insufficient_history,1.0
CPT2102,average_fallback,insufficient_history,1.0
CPT2103,average_fallback,insufficient_history,1.0
CPT2104,average_fallback,insufficient_history,1.0
CPT2105,average_fallback,insufficient_history,1.0
CPT2106,average_fallback,insufficient_history,1.0
CPT2107,average_fallback,insufficient_history,1.0
CPT2108,average_fallback,insufficient_history,1.0
CPT2109,average_fallback,insufficient_history,1.0
CPT2110,average_fallback,insufficient_history,1.0
CPT2111,average_fallback,insufficient_history,1.0
CPT2112,average_fallback,insufficient_history,1.0
CPT2113,average_fallback,insufficient_history,1.0
CPT2114,average_fallback,insufficient_history,1.0
CPT2115,average_fallback,insufficient_history,1.0
CPT2116,average_fallback,insufficient_history,1.0
CPT2117,average_fallback,insufficient_history,1.0
CPT2118,average_fallback,insufficient_history,1.0
CPT2119,average_fallback,insufficient_history,1.0
CPT2120,average_fallback,insufficient_history,1.0
CPT2121,average_fallback,insufficient_history,1.0
CPT2122,average_fallback,insufficient_history,1.0
CPT2123,average_fallback,insufficient_history,1.0
CPT2124,average_fallback,insufficient_history,1.0
CPT2125,average_fallback,insufficient_history,1.0
CPT2126,average_fallback,insufficient_history,1.0
CPT2127,average_fallback,insufficient_history,1.0
CPT2128,average_fallback,insufficient_history,1.0
CPT2129,average_fallback,insufficient_history,1.0
CPT2130,average_fallback,insufficient_history,1.0
CPT2131,average_fallback,insufficient_history,1.0
CPT2132,average_fallback,insufficient_history,1.0
CPT2133,average_fallback,insufficient_history,1.0
CPT2134,average_fallback,insufficient_history,1.0
CPT2135,average_fallback,insufficient_history,1.0
CPT2136,average_fallback,insufficient_history,1.0
CPT2137,average_fallback,insufficient_history,1.0
CPT2138,average_fallback,insufficient_history,1.0
CPT2139,average_fallback,insufficient_history,1.0
CPT2140,average_fallback,insufficient_history,1.0
CPT2141,average_fallback,insufficient_history,1.0
CPT2142,average_fallback,insufficient_history,1.0
CPT2143,average_fallback,insufficient_history,1.0
CPT2144,average_fallback,insufficient_history,1.0
CPT2145,average_fallback,insufficient_history,1.0
CPT2146,average_fallback,insufficient_history,1.0
CPT2147,average_fallback,insufficient_history,1.0
CPT2148,average_fallback,insufficient_history,1.0
CPT2149,average_fallback,insufficient_history,1.0
CPT2150,average_fallback,insufficient_history,1.0
CPT2151,average_fallback,insufficient_history,1.0
CPT2152,average_fallback,insufficient_history,1.0
CPT2153,average_fallback,insufficient_history,1.0
CPT2154,average_fallback,insufficient_history,1.0
CPT2155,average_fallback,insufficient_history,1.0
CPT2156,average_fallback,insufficient_history,1.0
CPT2157,average_fallback,insufficient_history,1.0
CPT2158,average_fallback,insufficient_history,1.0
CPT2159,average_fallback,insufficient_history,1.0
CPT2160,average_fallback,insufficient_history,1.0
CPT2161,average_fallback,insufficient_history,1.0
CPT2162,average_fallback,insufficient_history,1.0
CPT2163,average_fallback,insufficient_history,1.0
CPT2164,average_fallback,insufficient_history,1.0
CPT2165,average_fallback,insufficient_history,1.0
CPT2166,average_fallback,insufficient_history,1.0
CPT2167,average_fallback,insufficient_history,1.0
CPT2168,average_fallback,insufficient_history,1.0
CPT2169,average_fallback,insufficient_history,1.0
CPT2171,average_fallback,insufficient_history,1.0
CPT2172,average_fallback,insufficient_history,1.0
CPT2173,average_fallback,insufficient_history,1.0
CPT2174,average_fallback,insufficient_history,1.0
CPT2175,average_fallback,insufficient_history,1.0
CPT2176,average_fallback,insufficient_history,1.0
CPT2177,average_fallback,insufficient_history,1.0
CPT2182,average_fallback,insufficient_history,1.0
CPT2183,average_fallback,insufficient_history,1.0
CPT2184,average_fallback,insufficient_history,1.0
CPT2185,average_fallback,insufficient_history,1.0
CPT2186,average_fallback,insufficient_history,1.0
CPT2187,average_fallback,insufficient_history,1.0
CPT2188,average_fallback,insufficient_history,1.0
CPT2189,average_fallback,insufficient_history,1.0
CPT2190,average_fallback,insufficient_history,1.0
CPT2191,average_fallback,insufficient_history,1.0
CPT2192,average_fallback,insufficient_history,1.0
CPT2197,average_fallback,insufficient_history,1.0
CPT2199,average_fallback,insufficient_history,1.0
CPT2200,average_fallback,insufficient_history,1.0
CPT2201,average_fallback,insufficient_history,1.0
CPT2202,average_fallback,insufficient_history,1.0
CPT2203,average_fallback,insufficient_history,1.0
CPT2204,average_fallback,insufficient_history,1.0
CPT2205,average_fallback,insufficient_history,1.0
CPT2206,average_fallback,insufficient_history,1.0
CPT2207,average_fallback,insufficient_history,1.0
CPT2208,average_fallback,insufficient_history,1.0
CPT2209,average_fallback,insufficient_history,1.0
CPT2210,average_fallback,insufficient_history,1.0
CPT2211,average_fallback,insufficient_history,1.0
CPT2212,average_fallback,insufficient_history,1.0
CPT2213,average_fallback,insufficient_history,1.0
CPT2214,average_fallback,insufficient_history,1.0
CPT2215,average_fallback,insufficient_history,1.0
CPT2216,average_fallback,insufficient_history,1.0
CPT2217,average_fallback,insufficient_history,1.0
CPT2218,average_fallback,insufficient_history,1.0
CPT2219,average_fallback,insufficient_history,1.0
CPT2220,average_fallback,insufficient_history,1.0
CPT2221,average_fallback,insufficient_history,1.0
CPT2222,average_fallback,insufficient_history,1.0
CPT2223,average_fallback,insufficient_history,1.0
CPT2224,average_fallback,insufficient_history,1.0
CPT2225,average_fallback,insufficient_history,1.0
CPT2226,average_fallback,insufficient_history,1.0
CPT2227,average_fallback,insufficient_history,1.0
CPT2228,average_fallback,insufficient_history,1.0
CPT2229,average_fallback,insufficient_history,1.0
CPT2230,average_fallback,insufficient_history,1.0
CPT2231,average_fallback,insufficient_history,1.0
CPT2232,average_fallback,insufficient_history,1.0
CPT2233,average_fallback,insufficient_history,1.0
CPT2234,average_fallback,insufficient_history,1.0
CPT2235,average_fallback,insufficient_history,1.0
CPT2236,average_fallback,insufficient_history,1.0
CPT2237,average_fallback,insufficient_history,1.0
CPT2238,average_fallback,insufficient_history,1.0
CPT2239,average_fallback,insufficient_history,1.0
CPT2240,average_fallback,insufficient_history,1.0
CPT2241,average_fallback,insufficient_history,1.0
CPT2243,average_fallback,insufficient_history,1.0
CPT2246,average_fallback,insufficient_history,1.0
CPT2247,average_fallback,insufficient_history,1.0
CPT2248,average_fallback,insufficient_history,1.0
CPT2250,average_fallback,insufficient_history,1.0
CPT2251,average_fallback,insufficient_history,1.0
CPT2252,average_fallback,insufficient_history,1.0
CPT2253,average_fallback,insufficient_history,1.0
CPT2254,average_fallback,insufficient_history,1.0
CPT2255,average_fallback,insufficient_history,1.0
CPT2256,average_fallback,insufficient_history,1.0
CPT2257,average_fallback,insufficient_history,1.0
CPT2258,average_fallback,insufficient_history,1.0
CPT2259,average_fallback,insufficient_history,1.0
CPT2261,average_fallback,insufficient_history,1.0
CPT2263,average_fallback,insufficient_history,1.0
CPT2264,average_fallback,insufficient_history,1.0
CPT2265,average_fallback,insufficient_history,1.0
CPT2266,average_fallback,insufficient_history,1.0
CPT2351,average_fallback,insufficient_history,1.0
CPT2352,average_fallback,insufficient_history,1.0
CPT2353,average_fallback,insufficient_history,1.0
CPT2354,average_fallback,insufficient_history,1.0
CPT2355,average_fallback,insufficient_history,1.0
CPT2356,average_fallback,insufficient_history,1.0
CPT2361,average_fallback,insufficient_history,1.0
CPT2362,average_fallback,insufficient_history,1.0
CPT2368,average_fallback,insufficient_history,1.0
CPT2369,average_fallback,insufficient_history,1.0
CPT2405,average_fallback,insufficient_history,1.0
CPT2407,average_fallback,insufficient_history,1.0
CPT2418,average_fallback,insufficient_history,1.0
CPT2427,average_fallback,insufficient_history,1.0
CR1141,average_fallback,insufficient_history,1.0
CR124024,average_fallback,insufficient_history,1.0
CR125090003,average_fallback,insufficient_history,1.0
CR13626,average_fallback,insufficient_history,2.0
CR15-W,exponential_smoothing,highly_variable,12.5
CR2052,average_fallback,insufficient_history,1.0
CR2450,exponential_smoothing,highly_variable,29.9
CR43TS,exponential_smoothing,highly_variable,0.75
